"name","age","dni","source","tags","phone","external_id"
"Cherida Gerrie","124","64465416085","google form","never_call","4 86-9459 5412","64267"
"Heath J. Mohammed","93","89842317170","Facebook Leads","actionable|on_consideration14|treaty14","5 15 8795 1072","70934"
"Lynnell V. Anne-Corinne","13","21633608502","Manual registration","contactcenter_region1","+54 2-60 7762 9776","98117"
"Babita H. Minetta","33","41551190177","Email response","never_call|rangeof_action11|remove_of_source","6 75 8110 2583","84106"
"Merna Gavrila","1","37243158584","facebok Leads","special|rangeof_action|actionable","3 43-6172 4090","53503"
"Norine Maggio","20","15799872451","Manual registration","rangeof_action3|form_ui344","+54 6 43 7186 37126","91432"
"Candide A. Ozan","23","24426579429","Email RESPONSE","most_interested","6 12 4844 5336","71033"
"Frayda P. Garrity","98","93605050633","facebook leads","on_consideration|case1","9 16 4379 7485","89928"
"Elyssa O. Shaughnessy","22","99448148714","Manual registration","source_dependant28|most_interested","2 59 1715 2372","27209"
"Tara Marge","33","41551190177","Facebook Leads","on_consideration|form_ui344|most_interested27","6 75 8110 2583","32329"
"Annadiane F. Rochemont","39","32396577047","Google forms","least_interested|any_applicant","2 15 3409 2900","16061"
"Jenn B. Oralle","1","60216672500","MANUAL REGistration","least_interested25","+54 7-65 6144 2341","56615"
"Nara Tacita","73","36576834720","Email response","never_call|most_interested|apply_0_cases","9 18 3600 8515","21239"
"Kare Y. Sherurd","36","36181983513","google Forms","treaty|contactcenter_region3","4 79 7224 6894","54049"
" H. Reidar","40","92281799738","Email RESPONSE","most_interested|most_interested|least_interested","1 49 2175-2126","73542"
"Papagena Jean","40","27060981940","facebok Leads","apply_0_cases6|contactondemand|form_ui344","+54 3 58 6667 1012","32624"
"Dael T. Thin","33","41551190177","google Forms","call_again|on_consideration","6 75 8110 2583","98223"
"Felecia Deana","58","322911428","Google forms","contactcenter_region2","6 16 6664-62392","62298"
"Freddie Chrissie","114","94862162908","MANUAL REGistration","remove_of_source13|contactcenter_region2|least_interested","6 47 9015 3133","86596"
"Dacia Alica","46","50586609948","facebook leads","least_interested|contactcenter_region1","+54 7 93 1110 5727","57715"
"Cristi Beutner","94","93761528666","facebok Leads","special|rangeof_action","+54 4 11 6328 9704","83486"
"Kayle G. Dahlstrom","6","25377755509","MANUAL REGistration","call_again11|contactcenter_region4|case1","8 85 7934-8239","16882"
"Bobbi Maude","110","7876199547","facebook leads","techsource_294","2 56 2502-4745","42102"
"Dede R. Mateo","65","87363331852","Manual registration","techsource_29|contactcenter_region1|apply_0_cases","4-13 7715-7618","95390"
" H. Bazar","33","41551190177","Email RESPONSE","any_applicant|never_call23","6 75 8110 2583","61841"
"Corina R. Lorilee","108","7935134347","Google forms","rangeof_action|techsource_29","9 45-8109 9739","61944"
"Christean Levan","96","85168646590","Manual registration","source_dependant5|never_call","4-54 8277 6141","15567"
"Winnah F. Clareta","65","33655346343","Facebook Leads","actionable|contactcenter_region2","2 58 7109 8928","55231"
"Kristine E. Katee","100","68349626059","Email response","rangeof_action|rangeof_action|remove_of_source","+54 5 11 2775 8431","74443"
"Catherine Dib","50","30950035096","MANUAL REGistration","contactcenter_region2|call_again5","5 19 8824-42655","45995"
"Nonnah Shama","17","90925505606","facebook leads","case1|on_consideration3","3 20 4442 2866","25948"
"Paule Brasca","81","39668146311","Manual registration","special","7-48-2638 4552","49353"
"Gabie Kovacev","37","6646868629215","google Forms","contactcenter_region3|source_dependant|limit29","9-65 5873-9992","54313"
"Cicily Eisen","58","60601137852","Email RESPONSE","apply_0_cases","7 79 9953 6704","29199"
"Cristin Peck","37","6646868629215","facebook leads","source_dependant","9-65 5873-9992","70390"
"Leonore P. Ramsden","42","91005957734","Email response","contactondemand|actionpending|source_dependant","8 45 6653 5218","26454"
"Neile Jarrid","121","40176894392","Email RESPONSE","special13|client_only|any_applicant","4 24 1037-5565","44014"
"Dita Polk","123","40449834566","Manual registration","remove_of_source","8 66-1281 3118","90623"
"Etta Ranzini","16","79552395336","Email RESPONSE","most_interested21|least_interested4","4 80 9227 3472","63519"
"Charmine R. Thanasi","125","66842972673","Email responce","client_only|call_again","8 21-9509 9837","13684"
"Deeann Gromme","29","67139139371","MANUAL REGistration","techsource_29|source_dependant18|any_applicant","8 85 1422-3288","66709"
"Rikki Christiano","3","88524236580","google Forms","possible_buyer|contactcenter_region2|contactcenter_region3","4 64 6746 5169","99165"
"Arabele Shaum","37","6646868629215","Email response","form_ui344","9-65 5873-9992","12137"
"Crystal Une","124","3251378648433","Manual registration","any_applicant18|any_applicant","6 14 8305-8811","82520"
"Cristy Selhorst","65","34115251701","Email RESPONSE","treaty6","5 46 1149 4026","69496"
"Laina Pigeon","18","17636839100","facebook leads","techsource_29|most_interested","4 76 3639 8647","68664"
"Jacinthe Zebulon","53","2450048615","Facebook Leads","special","8 64 7100-4270","80919"
"Marilyn Michelle","92","65046976842","google Forms","form_ui344","+54 2 13 4756 7185","40592"
"Reeva A. Colley","65","15165397905","Facebook Leads","never_call17|least_interested","3 33 8012 8056","41327"
"Gypsy N. Garlanda","25","24141023186","Email response","contactondemand|source_dependant|contactcenter_region23","3 24 4962 7088","80534"
"Barbara-Anne Mayfield","89","17852141046","Manual registration","contactcenter_region1","9 91-3008-6465","66503"
"Elenore I. Sloane","109","50851408700","Email RESPONSE","treaty1|possible_buyer|apply_0_cases13","8 52 3143 9603","69626"
"Cindra Sunshine","46","94625329697","Manual registration","remove_of_source9|call_again24|rangeof_action","+54 6 16 7073 8054","62150"
"Halli Alithia","103","41232083113","manual-registration","client_only|case128|any_applicant","+54 8 50 6256 1498","12269"
"Evangelina A. Nikoletta","41","87591334756","Email response","rangeof_action|apply_0_cases|any_applicant","+54 4 69 1420-1810","62766"
"Lina Gonzales","17","50087476002","Facebook Leads","most_interested|form_ui3445|special","5 20 7303 2808","59526"
"Rici B. Neumeyer","52","65146970055","MANUAL REGistration","contactondemand11|client_only|any_applicant","+54 6 93-4348 8223","31185"
"Janeta Ewens","13","21411915797","google Forms","actionable20","+54 2 29 1773-9034","41468"
"Jasmin Cima","78","70293654012","Google forms","client_only|least_interested","3 80 2274 7421","69272"
"Maryjo V. Malcolm","83","99713268069","manual-registration","remove_of_source30|most_interested21","+54 4-59 2408-6350","46042"
"Esther Bartram","82","89743631606","MANUAL REGistration","client_only18","9 99 8017 5028","59240"
"Lilly Obaza","81","84256093789","Manual registration","least_interested|form_ui344","4-38 6309 5929","57438"
"Devora Lanna","1","53814538736","MANUAL REGistration","any_applicant18|form_ui344|client_only","+54 7 82 6758 4283","73538"
"Bryana Graves","64","19865699200","Facebook Leads","never_call|on_consideration18|least_interested18","5 68 9418 4269","95098"
"Bessie Bugbee","122","17278866899","Email RESPONSE","on_consideration24|source_dependant","9 44-6751 1995","98277"
"Gabi S. Aleksandr","75","32235716419","google Forms","techsource_29|limit25","9 83 7874 9400","28274"
"Margaretha T. Kleon","12","33067941568","Email response","treaty","+54 5 22 5333 5914","69900"
"Vernice S. Raseda","63","29199930810","MANUAL REGistration","source_dependant7","9 38 2122 8657","97307"
"Terese Sirotek","42","17489242498","facebook leads","never_call|source_dependant16","2 99 3066-8891","27305"
"Sibel O. Rotberg","61","66261248432","google Forms","form_ui34417|apply_0_cases24|actionable27","+54 3 76 4348-5399","97283"
"Arlana K. Cartie","69","21303098900","facebook leads","least_interested27|actionpending","+54 7 22 4949 52508","62976"
"Geri B. Aida","64","32306461236","Facebook Leads","form_ui34427","6-38 6728 8429","48712"
"Clea Gusella","63","72458019864","MANUAL REGistration","actionpending|case1|apply_0_cases5","+54 6-64 5718 7313","32734"
"Liane Nava","82","44158522092","Email response","possible_buyer12","7 88-1192 4660","90088"
"Carley Garnette","46","43126488748","Email RESPONSE","most_interested|call_again","9 76 6165 98327","13024"
"Adey Gebelein","123","61428410705","Google forms","rangeof_action6|contactcenter_region317|on_consideration7","+54 4 87 3980 8722","17341"
"Ardis T. Hastings","76","53189076649","Manual registration","never_call|possible_buyer","7 10 4977 6048","60535"
"Lora C.","39","77660331311","Facebook Leads","contactcenter_region212","+54 1 70 9569-8962","81484"
"Leah Johannah","117","62146497579","MANUAL REGistration","on_consideration11|client_only|actionpending","9 95 7529 6092","55457"
"Mireielle Yonit","124","21568576885","Facebook Leads","never_call|limit|on_consideration15","+54 6 14-1455 5885","92340"
"Fanya A. Johnny","84","15904640717","manual-registration","case1|source_dependant","5 56 4115 7304","30492"
"Enrichetta Efthim","37","56847510120","google Forms","most_interested","+54 5-91 7093 3156","92350"
"Madalena Krefetz","45","78389121198","Google forms","actionable|on_consideration|contactcenter_region117","9 86 2605-3111","99555"
"Edy Kappel","53","2450048615","MANUAL REGistration","case1","8 64 7100-4270","13851"
"Marlie Menis","100","41277344763","google Forms","client_only|remove_of_source","+54 1 38 7439-38245","13268"
"Trudey Inglis","79","18476587768","google Forms","form_ui3447|remove_of_source|actionable","+54 7 86-7853 9931","89690"
"Verena E. Fortna","63","20194747505","facebook leads","any_applicant27|techsource_29|most_interested","7-62 6590 2876","12330"
"Peggy Quillan","119","72271614220","Email RESPONSE","call_again16|on_consideration24|possible_buyer11","3 62-8807 5413","23780"
"Marlena Kurr","99","45354205571","google Forms","techsource_2910|most_interested","6 13 7496 7403","34060"
"Amil Teddie","59","81744348221","Google forms","treaty|contactcenter_region4|client_only","+54 3 55-7270-8566","68830"
"Polly Obara","77","71144995666","google form","apply_0_cases","6 94 6051 2881","82756"
"Katrine Adal","35","82988346504","Email responce","actionpending26|contactondemand","+54 6 53 1179 4773","65632"
"Kassey Roselba","112","63036517347","google form","apply_0_cases","1 89 6370 3869","32685"
"Maureen S. Medwin","6","15668796949","facebook leads","limit|actionable|techsource_29","+54 8-24-3455 3635","77065"
"Aurie B. Philine","83","94802591513","Email RESPONSE","contactcenter_region3|treaty","9 39 1268-1849","47889"
"Christel E. Valleau","114","8275664395834","manual-registration","most_interested|apply_0_cases|most_interested","2 54 2218 3330","82182"
"Leyla V. Malinowski","72","84999619969","MANUAL REGistration","treaty|actionpending|contactcenter_region211","+54 1 73 4294 8556","97346"
"Illa Faust","79","49980282204","facebook leads","possible_buyer","+54 3 68 6219 6396","42387"
"Henrietta","64","28584889743","google form","call_again|remove_of_source","3 59 8801 8776","51391"
"Sibel Casper","102","92085466867","google form","case1|contactondemand","2-55 8464-8153","99531"
"Fanni J. Berthold","105","77041700248","MANUAL REGistration","source_dependant|case1","7 64 2652 5713","41281"
"Bird Perkin","112","20527872820","Email RESPONSE","actionable20|actionpending","7 60 6495 3203","55094"
"Karyn N. Thorny","66","14387914132","Email responce","call_again8|case115|limit13","7 91 1336 9467","64636"
"Anjela Clerissa","105","49852632344","google Forms","contactcenter_region4","8 73 6401 2852","47185"
"Benetta Lehman","78","15951509344","Google forms","on_consideration","2 99 1283 4796","11459"
"Orel H. Bodi","60","84498163906","Email response","source_dependant|treaty5|special16","4-19 9556 4010","74505"
"Betteanne Crenshaw","52","18176661674","Email responce","on_consideration","6 41 4242 3321","98223"
"Malissa Conrad","21","67806923638","Manual registration","client_only|contactcenter_region4","9 73 6017 3885","26276"
"Helli Terzas","13","36179694942","google Forms","special20","2 46 3014-5217","13831"
"Sibella Dimitri","0","51771730051","Facebook Leads","contactcenter_region1","+54 2 32-6203 6947","52777"
"Rachael Arianne","103","38869280513","Email response","limit12|case11|actionpending6","+54 2 31-6533 7693","87615"
"Arielle R. Hescock","91","40314385344","manual-registration","on_consideration|contactcenter_region1|case1","3 59-1259 1542","86758"
"Patti C. Nightingale","95","21439070539","google Forms","client_only|most_interested","+54 5 48-1472 8327","32976"
"Sallie E. Kletter","71","32983695935","facebok Leads","call_again|actionpending21|client_only9","3 63 1156-27203","56285"
" Ashwell","0","83345866502","facebook leads","client_only|contactcenter_region1","5-30 2764-3296","85655"
"Brunhilda M. Gensler","53","2450048615","Email RESPONSE","on_consideration|call_again","8 64 7100-4270","39780"
"Ericha Schwarz","8","25544900532","Manual registration","on_consideration|on_consideration","+54 1 82-9408-4108","17998"
"Orelia M. Lockwood","47","59267278735","Email response","possible_buyer|source_dependant|never_call","+54 7 40 2706 7495","22721"
"Kassi G. Browne","59","84860962547","Google forms","actionable","9-52 5060-4149","70366"
"Miquela N.","53","2450048615","Manual registration","techsource_29","8 64 7100-4270","64491"
"Dodie D. Stagg","64","32720776949","Manual registration","call_again|client_only","+54 6 42 2506 6916","33925"
"Griselda E. Horbal","24","51258963349","google form","contactcenter_region2","8 75 7509-6263","83184"
"Kori W. Darmit","42","42108582346","Facebook Leads","call_again|contactcenter_region2","8 62-1536-1870","18845"
"Rozanne Duarte","42","30164441987","Manual registration","apply_0_cases","2 71 1067 2983","19120"
"Wendi Germayne","82","46842279582","MANUAL REGistration","techsource_29|most_interested|contactcenter_region26","+54 2 46 8447 9414","31328"
"Cristina Leesen","84","67131983059","MANUAL REGistration","contactcenter_region3|treaty","4-34 5029 1364","89081"
"Jeanelle Giddings","121","29354423219","MANUAL REGistration","contactcenter_region113","3-32 7022 5806","50658"
"Guenevere A. Ashman","120","44240923542","facebook leads","actionpending11|remove_of_source19|client_only","6 47 9430-3315","93526"
"Marissa Kyla","9","29354341931","Google forms","actionable|never_call","5 52-5172-4281","96966"
